Timestamp,Tweet Content,sentiment
2025-04-03T23:54:03.000Z,"Russia isn't on Trump's tariff list.
Russia isn't on Trump's tariff list.
Russia isn't on Trump's tariff list.
#TrumpTariffs 
Aranceles de Trump, EEUU",neutral
2025-04-03T23:59:57.000Z,"Once the tariff stuff blows over and solana rebounds, market makers will buy $SAGE in droves.

Don't wait for a better entry if you are not happy with your current bag.",neutral
2025-04-03T23:58:10.000Z,When I walk into the Apple Store during a tariff war and ask the salesman to ring me up for a MacBook Pro.,negative
2025-04-03T23:56:03.000Z,This is how tariff works : so it will return you (consumers) as inflation,neutral
2025-04-03T23:59:44.000Z,"'India very, very tough. The Prime Minister just left and is a great friend of mine, but you are not treating us right. They charge us 52 per cent and we charge them almost nothing'

US President #DonaldTrump announces 26% 'discounted' reciprocal tariff on India",positive
2025-04-03T23:57:21.000Z,"Vice President JD Vance’s message to Senator Chuck Grassley on tariff pushback:

""I know he’s worried about our farmers, but the way to fight for American farmers is to tell foreign countries you can’t stop what American farmers produce from coming in; you’ve got to open up your",negative
2025-04-03T23:53:43.000Z,"Tonight: a wipeout. $2.5 trillion disappearing from the stock market. J.P. Morgan upping the odds of a recession. And don’t get us started on the White House’s nonsensical tariff math. 
@ErinBurnett
 breaks it all down in tonight’s #A3",negative
2025-04-03T23:55:45.000Z," ""America is a declining economy. American is a declining empire."" American economics professor Richard Wolff tells Russian TV, Friday. 

He argues that Trump's ""Liberation Day"" is really ""Desperation Day"" following the US president 's decision to tariff the world imports.",negative
2025-04-03T23:57:51.000Z, Argentina  in final negotiations with the US  to become the first zero-tariff country.,neutral
2025-04-03T23:55:33.000Z,"Stock Market Crash: Trump's New Tariff Announcements causes massive crash and fear of global recession massive inflation fears
#StockMarket #Tariffs",negative
2025-04-03T23:55:44.000Z,Stephen Miller explains exactly why Trump’s tariff plan will secure Americas future.,positive
2025-04-03T23:57:42.000Z,"I might not be a smart man but I can understand what tariff exemption is! #lithium #criticalmetals 

https://spglobal.com/market-intelligence/en/news-insights/articles/2025/4/white-house-exempted-many-metals-minerals-from-fresh-tariffs-88351998…",negative
2025-04-03T23:58:22.000Z,US President Donald Trump announced he would impose a 10% baseline tariff on all imports to the United States and higher duties on some of the country's biggest trading partners https://reut.rs/3E1tlY0,positive
2025-04-03T23:57:30.000Z,"In 2008, Sanders supported tariffs to protect American manufacturing, now he calls Trump’s decision to impose a 25 percent tariff on Canada and Mexico “most likely illegal and most definitely harmful.”   Sheer hypocrisy",positive
2025-04-03T23:59:07.000Z,"President Donald Trump is imposing tariffs on US trading partners worldwide.

Trump said he will apply a minimum 10% tariff on all exporters to the US and slap additional duties on around 60 nations with the largest trade imbalances with the US http://bloom.bg/3E5dpnt",positive
2025-04-03T23:59:39.000Z,When you find the guy who put a tariff on penguins.,neutral
2025-04-03T23:56:23.000Z,I am on team tariff the hell out of all these other countries and abolish taxes for Americans ,negative
2025-04-03T23:59:47.000Z,"My thoughts on the tariff debate:

1) If they tariff us, the law of equality dictates that we should be able to tariff them. 2) The world is changing. And whether you like it or not, something like this was bound to happen. 3) Our countries have survived on tariffs before. 4) You",positive
2025-04-03T23:55:11.000Z,"Here's the Trump chart with the ACTUAL tariff rates, not the ones made up using Steiner Math.

And Trump even admits dropping your tariff rate to 0% is not enough to get the US to drop theirs.",neutral
2025-04-03T23:58:08.000Z,"Do tariffs all have to be percentage-based?  I told my boss today that I was implementing a $10 tariff every time he called me, and he seemed confused.  

Should get me an extra $50 a day for something I’m already doing.",negative
2025-04-03T23:57:52.000Z,"Somebody edited the Trump tariff video, turning the tariff chart into a photo of former Prime Minister Abe.  
Trump claimed that Shinzo agreed that trade with Japan was ""not fair,"" so he basically used Abe to justify tariffs that will harm Japan.",negative
2025-04-03T23:57:16.000Z,"New post (Israel shocked after Trump slaps 17% tariff on Israeli imports, Finance Ministry to analyze implications) has been published on ISRAPUNDIT - https://israpundit.org/israel-shocked-after-trump-slaps-17-tariff-on-israeli-imports-finance-ministry-to-analyze-implications/…",negative
2025-04-03T23:54:59.000Z,that tariff penguin theme will live on,neutral
2025-04-03T23:53:39.000Z,"Excellent breakdown of tariff impacts by 
@techleadhd
.",positive
2025-04-03T23:54:45.000Z," ISRAEL'S OCTOBER 8TH IS WHAT MAY 8TH WAS FOR GERMANY 

There is no way Israel can survive even one more year.

 Defeated in    
 Videotaped genocide
 Dead economy
 Rich Israelis flee
 For poor it's civil war
 Trump slaps a 17% tariff on Israel's 0% trade  https://x.com/HumaZhr/status/HumaZhr/status/1907531436686786946…",negative
2025-04-03T23:52:32.000Z,"""The notion that taxing Lesotho gemstones is necessary for the U.S. to add steel jobs in Ohio is so absurd that I briefly lost consciousness in the middle of writing this sentence."" This piece is a perfect explanation of the tariff insanity.",negative
2025-04-03T23:54:13.000Z,"“Liberation Day” Tariff Formula: 

“Let’s throw some symbols in there to make it look cool” 

#tariffs #LiberationDay #TradeWar #tariffwar",neutral
2025-04-03T23:57:39.000Z,"The US had its highest tariff rate under Clavin Coolidge (40%), and stocks dramatically expanded and rose. The great depression was brought on because Americans bought stocks on debt, using loans and mortgages because they were convinced they would continue to climb. When the",positive
2025-04-03T23:53:31.000Z,"Yeah, the tariff is 49% because of how much product the USA has put into Cambodia, in bombs and landmines.",positive
2025-04-03T23:58:42.000Z,We should extend our low time preference to tariff policy results. Let’s see how it plays out in months not days before judgement.,positive
2025-04-03T23:57:29.000Z,"On the tariff issue: 

The Republicans are on the Democrat side and the Democrats are on the Republican side and they are both still screaming at each other. ",negative
2025-04-03T23:54:21.000Z,"Republican Senators Are Furious About Trump’s Tariff Plans https://youtu.be/DrI3BPX-yi8?si=yasfw23sXT6DitQU… via 
@YouTube",negative
2025-04-03T23:53:02.000Z,"glad they gettin tariff money, cause your boy sure as fuck needs an extension this year. one more month, I'll make it back I swear.",positive
2025-04-03T23:56:58.000Z,Save the penguins from Trump‘s tariff  Check out Indivisible's video! #TikTok,positive
2025-04-03T23:57:37.000Z,"I'm really sick of no one understanding how tariffs work, even after tens of thousands of posts by financial experts. 
The tariff is paid by the American business that buys the item from the country that has the tariff on it.
gawd i'm exhausted.",negative
2025-04-03T23:55:35.000Z,it is called a non tariff barrier.,negative
2025-04-03T23:54:31.000Z,"Prices never, absolutely never, rise by the full amount of a tariff.

Anyone telling you this is a damned liar or can only manage one-variable algebra.",negative
2025-04-03T23:54:08.000Z,"But he was very clear, I will tariff!",positive
2025-04-03T23:57:06.000Z,"“TRUMP’S LIBERATION DAY”
Abstract from the official White House Fact Sheet (April 2, 2025)

Donald Trump declared that foreign trade and economic practices have created a national emergency.
· Impose a 10% tariff on all countries. To take effect April 5, 2025
· Impose an",negative
2025-04-03T23:58:02.000Z,Trump’s Tariff Agenda https://medium.com/p/trumps-tariff-agenda-65d221b09406?source=social.tw… #tariffs #DXY  USD Decline #Crypto Reversal soon #crypto $BTC,neutral
2025-04-03T23:59:16.000Z," Breaking:Argentina  in final negotiations with the US  to become the first zero-tariff country
As always, 
@JMilei
 is ahead of every other leader 
Congratulations to the greatPresident 
@POTUS
 and his greatteam
@MikeWaltz47
 @SecRubio
 @aboehler
 @howardlutnick
 @SecScottBessent",positive
2025-04-03T23:55:13.000Z,"US would become 17% more expensive, leading to slower demand for Philippine exports to the US.

In turn, this could lead to slower overall Philippine economic/gross domestic product (GDP) growth.

https://gmanetwork.com/news/money/economy/941560/marcos-economic-czar-frederick-go-silver-lining-trump-tariff-ph-goods/story/?amp…",positive
2025-04-03T23:58:39.000Z,SikverBitcoin - Tariff baby Tariff. Genius!,neutral
2025-04-03T23:52:47.000Z,"Slavery was a violation, by law, of liberty. 

The protective tariff is a violation, by law, of property.

-French economist Frederic Bastiat in 1850

#Bastiat
#freemarkets
#freetrade 
#FreeAZ
#Arizona",negative
2025-04-03T23:52:49.000Z,what really sucks is that tariff is a beautiful unisex name,positive
2025-04-03T23:54:06.000Z,I kinda wish I was able to buy more twst merch before. The tariff on importing stuff from Japan is going to be so terrible for me who collects Azul/octa merch since thats the only place that officially sells it,negative
2025-04-03T23:51:59.000Z,Tariff would be kind of a cute name.,positive
2025-04-03T23:56:26.000Z,He got a new medal today for leaving the White House to take a long weekend at his golf  course while his tariff policy erased 5 trillion dollars of stock value and 401k value.,positive
2025-04-03T23:58:36.000Z," hits back with U.S. tariffs: 25% on non-#CUSMA #vehicles & #imports, billions for #auto workers, tax relief, EI support. New strategy to boost domestic production. Details: https://bit.ly/4jkEC4I",positive
2025-04-03T23:58:32.000Z,"I’m at a social event with a lot of people 

Have not heard the word tariff or any talk about markets at all 

Hmm",neutral
2025-04-03T23:54:09.000Z,"Whom should be accountable for our current bad economy?

It can’t be Biden. The economy was much better then.

Obviously it’s Trump with his tariff policy and his fighting for and showing off power that destroys America.",negative
2025-04-03T23:55:38.000Z,"Major business groups in the Philippines see a silver lining in the country’s inclusion under US President Donald Trump’s reciprocal tariff policy, even as the cost of their exports to one of their biggest markets is set to rise due to the measure.",neutral
2025-04-03T23:59:36.000Z,"Kowalski is the head of the penguin tariff resistance 

#flippersup",neutral
2025-04-03T23:50:30.000Z,Understand the complete tariff strategy…….  The stock market is going to explode!,neutral
2025-04-03T23:53:13.000Z,Like I said I'll wait till the final negotiations to judge the Tariff psyop.....,positive
2025-04-03T23:52:59.000Z,"i had shit to do all day… so i just looked and wtf happened with $tariff ? That should have already sent
I am going to push it 
you prob shouldnt have sold if u did",negative
2025-04-03T23:58:06.000Z,So he has to get something from every country b4 he takes off the tariff y not just they take off Thier tariff and we take off ours either way better be quick,positive
2025-04-03T23:57:43.000Z,"As Trump introduces a new wave of tariffs, we compare them to the average tariff rates of major economies worldwide. https://visualcapitalist.com/tariff-rates-by-country/… via 
@visualcap",neutral
2025-04-03T23:57:23.000Z,Trump on Tariff Stock Turmoil: 'The Markets Are Going to Boom',negative
2025-04-03T23:59:49.000Z,"The original announced goal to set reciprocal tariff rates, including rates accounting for nontariff barriers to trade, is quite sensible. Gives other countries a clear means and incentive to reduce barriers and get our rates reduced in turn. These rates are just not that.",positive
2025-04-03T23:54:02.000Z,He better not tariff lettuce because my guinea pigs will suddenly gain advanced intelligence and beat me with hammers,positive
2025-04-03T23:53:35.000Z,"Family offices are moving money out of the U.S. on tariff, economic fears. Many wealthy US Citizens have established their business in China over the years and decades. They are considered multinationals. Many actually own 50% of the Chinese company they established to make",negative
2025-04-03T23:53:32.000Z,"Europe applies a 10% tariff on imported cars, but the U.S. charges a hefty 25%. Fair play? Hardly reciprocal. To top it off, foreign made cars are built to outlast their American counterparts, which seem designed to keep you on the endless treadmill of buy, buy, buy. https://x.com/RichardGrenell/RichardGrenell/status/1907772946187231512…",positive
2025-04-03T23:55:12.000Z,"The real issue with this tariff talk is all the disinformation by the media about what other countries charge us. They’re so hell bent on being anti-Trump, they’re unable to tell the truth.",negative
2025-04-03T23:50:30.000Z,"One little video, does not change the big videos with the beatings
& killings!

I see you trolling the MOST ignorant of the MAGAS!
Easy to do isn’t it?
But after the tariff fiasco,
even the morons are gonna get a little bit smarter!

WHY NOT TRY BEING:
“BRUTALLY HONEST” FOR ONCE? https://x.com/BrutallyH78/st/BrutallyH78/status/1902683606558089628…",negative
2025-04-03T23:58:13.000Z,"At this point, the stock markets are just reacting to the FEAR of bad things that are going to happen because of Trump’s tariff lunacy. Wait till the bad stuff - inflation, layoffs, plant closures - actually starts to happen.",negative
2025-04-03T23:59:22.000Z,new york restaurants in disarray as chilean sea bass is being hit with a 42% tariff,neutral
2025-04-03T23:53:04.000Z,What did Trump's tariff get wrong?,negative
2025-04-03T23:59:30.000Z,"Lying Donald Trump lied his way through the fake tariff chart.  White House Gen Z interns likely put together the chart of fake foreign tariffs and reciprocal tariffs which will never do what the White House says they'll do, balance trade.",negative
2025-04-03T23:56:13.000Z,Yes.. they are so entrenched… used to a parasitic dictatorship and making US politicians their bitch. They cannot even fathom the “disrespect” of a teeny tiny RECIPROCAL tariff . It only gets worse from here folks.,negative
2025-04-03T23:58:42.000Z,"Not fully true. The 1930 Smoot-Hawley Tariff worsened the Great Depression, crashing global trade, but the economy was already fragile. The 1828 Tariff of Abominations hurt the South’s economy, not the nation’s—no crash there. https://grok.x.com",negative
2025-04-03T23:53:02.000Z,"President Trump has announced the biggest shift in U.S. trade policy for decades, including a 10% baseline tariff. We continue to support our members in keeping up to date and avoiding the worst impacts of tariffs. Follow us to stay informed on the latest supply chain news.",negative
2025-04-03T23:52:42.000Z,"What u guys think??

Why Trump's tariff chaos actually makes sense (big picture) 

https://youtu.be/1ts5wJ6OfzA?si=adlb0pt4K67Df9-s… via 
@YouTube",negative
2025-04-03T23:58:18.000Z,"Interesting.  I don't think this overshadows the tariff news, but Trump usually has two or three things going on at the same time.",positive
2025-04-03T23:50:38.000Z,It’s tariff day. Not happy that working stiffs are going to basically get a 25% tax.,negative
2025-04-03T23:50:09.000Z,"Canada - We’ve never had US imports for that product that exceeded $7B year so we are only going to tariff that product if imports exceed $10B.

Trump - sounds fair but we are still going to tariff you 25% for every Canadian import starting with the first dollar.",positive
2025-04-03T23:52:07.000Z,"Bangladesh Confident in Resolving Tariff Issue with the U.S. Through Dialogue: Chief Adviser

More details:
https://falconfeedltd.com/bangladesh-confident-in-resolving-tariff-issue-with-the-u-s-through-dialogue-chief-adviser/…",positive
2025-04-03T23:53:40.000Z,"WallStreetPlunges as #Trump's 'LiberationDay' Tariff Bombshell Sends Markets Reeling  The #Dow plummeted 1,600 points, #S&P500 lost $2.5 trillion in value, and #Nasdaq dropped nearly 6%—marking the worst single-day decline since 2020. #StockMarketCrash #TariffShock",negative
2025-04-03T23:59:38.000Z,"The fact that my feed is full of only soulless ""greed is always good"" libertarians, faguette-y DeSanctis supporters, and moron libtards freaking out over the tariffs is just making me assume the tariff stuff is great news as it seems to be hurting only the people I hate most.",negative
2025-04-03T23:55:39.000Z,"I assume you're referring to the new tariffs imposed by the 47th President of the United States, Donald Trump, as mentioned in the context provided. These tariffs, announced recently, include a baseline 10% tariff on all imports starting April 5, 2025, with higher rates (up to",positive
2025-04-03T23:58:24.000Z,"For Second Day, Wall Street Ends with Heavy Losses as Trump Tariff Fears Stoke Recession Concerns
https://bobnews24.com/for-second-day-wall-street-ends-with-heavy-losses-as-trump-tariff-fears-stoke-recession-concerns/… 
#DonaldTrump #tariff",negative
2025-04-03T23:55:20.000Z,"US, global markets plunge after Trump tariff announcement. Trump is damaging the US economy and Americans will suffer because of his careless irresponsibility",negative
