Timestamp,Tweet Content,sentiment
2025-03-13T23:40:59.000Z,"Today, during a meeting at the White House, President Trump said he believes the US will annex Greenland as the NATO leader tells him the organization will sit out a potential takeover! Meanwhile, RFK Jr. gave the food giants the first move! And the Tariff war intensifies while",negative
2025-03-13T23:51:05.000Z,"Under a proposed 200% tariff on imported European alcoholic beverages, many summer favorite cocktails could become significantly more expensive. 
@alcaprari23
 has the latest.

MORE: https://trib.al/aVvM23b",positive
2025-03-13T23:36:01.000Z,"Back in his fat bovver boy days, Albo the Lying King attacked President Trump for “conducting politics on Twitter”,  & declared that “he scares the shit out of me”. Trump never forgets. He doesn’t respect Albo & Kevin Rudd, result is no tariff exemption ",negative
2025-03-13T23:51:05.000Z,"Under a proposed 200% tariff on imported European alcoholic beverages, many summer favorite cocktails could become significantly more expensive. 
@alcaprari23
 has the latest.

MORE: https://trib.al/aVvM23b",positive
2025-03-13T23:36:01.000Z,"Back in his fat bovver boy days, Albo the Lying King attacked President Trump for “conducting politics on Twitter”,  & declared that “he scares the shit out of me”. Trump never forgets. He doesn’t respect Albo & Kevin Rudd, result is no tariff exemption ",negative
2025-03-13T23:57:13.000Z,"Yes, bit he has to close the IRS NO more income tax, run the fed gov with tariff.",negative
2025-03-13T23:53:59.000Z,"Doesn't impact when dealing and buying in the US.   Other countries that abuse US charging us high tariff when we buy their products however because of abuse they will have pay us if they want it or make a deal. 
Andy lied again.    
President Trump made it clear any US products",negative
2025-03-13T23:57:58.000Z,That's a great idea but why would anyone build here if you are going to tariff all the supplies they need to build here?,positive
2025-03-13T23:50:41.000Z,"Lol  Ernest ,looks we will pay that 125% Tariff forever ",positive
2025-03-13T23:50:41.000Z,"Lol  Ernest ,looks we will pay that 125% Tariff forever ",positive
2025-03-13T23:53:45.000Z,2026 looking to be the BOOM year for all Americans and the rest of the world will benefit if they lower their all their export tariffs to 0 and equalize trade to 0 with USA. It's the only way and the best country to prepare is the one who makes the 0 tariff deal today!!,positive
2025-03-13T23:54:23.000Z,"T&G Market Podcast #121  $SPY + $QQQ + $IWM

 MARKET CRASH ALERT 
 S&P 500 enters correction (-10%)
 Dow plunges 500+ points
 Trump’s tariff war escalates
 Big money hedging with massive put flow
 Government shutdown risks rising

What’s next? Full Breakdown ",negative
2025-03-13T23:21:29.000Z,"Oh Dear,

I think the EU didn’t think this through. 

50% tariff on Whiskey going from the US to the EU. 

It is minor compared to what the EU exports to the US. 

FAFO. 200% Tariffs on EU booze of any kind going to the US if they want to play games. 

How much you want to bet,",positive
2025-03-13T23:21:36.000Z,"Harnessing AI-Driven Insights to Steer Supply Chains Through Tariff Shifts
https://fullavantenews.com/?p=72760&utm_source=SocialAutoPoster&utm_medium=Social&utm_campaign=Twitter…",neutral
2025-03-13T23:31:05.000Z,All of sudden they are worried about China environmental record or cheap labour or gov control (subsidies) in their industries??  What a joke.   Put a tariff on all China production you cowards. #CarneyISNOTMYPM #CarneyLies,neutral
2025-03-13T23:54:25.000Z,"https://youtu.be/83crhatywMc

 Walmart is facing government backlash over price cuts! The Chinese government is threatening to shut them down if they continue to pressure suppliers to absorb tariff costs.  #Walmart #Tariffs",negative
2025-03-13T23:34:11.000Z,Are the American people in favor of Trump's tariff plan?,positive
2025-03-13T23:54:25.000Z,"https://youtu.be/83crhatywMc

 Walmart is facing government backlash over price cuts! The Chinese government is threatening to shut them down if they continue to pressure suppliers to absorb tariff costs.  #Walmart #Tariffs",negative
2025-03-13T23:34:11.000Z,Are the American people in favor of Trump's tariff plan?,positive
2025-03-13T23:30:09.000Z,"It's really clever of 
@realDonaldTrump
 to tariff imports that USA can do themselves.

The new era of the economy is not in ""masses"" of people, it's in machinery and AI setup by the brightest people.

So any technological device can be produced in USA for fairly the same price",positive
2025-03-13T23:45:02.000Z,Can someone show President Trump this summary of how tariffs worked out in his first term? #finance #tariff #econo...,neutral
