Timestamp,Tweet Content
2018-07-11T21:16:08.000Z,U.S.-China trade fight causing uncertainty for businesses and fast moving tariffs make it hard to adjust https://bloom.bg/2zoUjXk
2018-07-11T20:39:30.000Z,U.S. stocks declined as oil tumbled on Wednesday. The S&P 500 dropped the most in two weeks https://bloom.bg/2KOaTW6
2018-07-11T23:32:23.000Z,"Tariff Update: More food, dietary supplement ingredients caught in proposed second wave of U.S. tariffs on China goods  http://ubm.social/0G7JrP #China #US #trade #war #food #beverage #ingredients #dietarysupplement #price #tariff"
2018-07-11T21:44:20.000Z,And well they should be. Tariffs are taxes on consumers and disrupt efficient supply chains . #sayfie #tariff
2018-07-11T21:23:55.000Z,China vows retaliation for $200 billion US tariff threat http://dlvr.it/QbFMBF
2018-07-11T23:52:03.000Z,"Why basing trade policy on bilateral deficits makes no sense. 

This entire tariff/trade war exercise is based on a basic misunderstanding of how global trade works. 

#economics

Details:"
2018-07-11T23:07:01.000Z,Trump's tariff barrage pushes China fight to the point of no return https://bloom.bg/2N8edYJ
2018-07-11T21:07:40.000Z,Senate overwhelmingly rebukes Trump with tariff vote http://bit.ly/2Lctt6a
2018-07-11T22:33:04.000Z,"U.S. Senate backs non-binding tariff measure, minor snub of Trump http://dlvr.it/QbFdCx"
2018-07-11T22:02:03.000Z,Stocks Close Lower After Renewed Tariff Threats http://dlvr.it/QbFVf3
2018-07-11T22:20:06.000Z,"Here's the TicToc on tech:

-China can hit U.S. tech where it hurts in tariff response https://bloom.bg/2KOONTk
-Flying trains could be coming your way https://bloom.bg/2zv8biR
-Uber loses head of HR https://bloom.bg/2N775f3"
2018-07-11T21:21:40.000Z,"Near-unanimous support of NATO shows that Trump’s antics are not in line with the wishes of the American people. Yet he will continue to act unilaterally to alienate our allies. 
http://cnn.com/2018/07/11/politics/senate-trump-tariff-vote/index.html…"
2018-07-11T22:39:19.000Z,"Latest round of tariff threats hit commodities hard, with losses spanning crude oil to crops and metals https://bloom.bg/2ufFl0R"
2018-07-11T23:50:50.000Z,"‘All tariff revenues must go to permanent rice fund’ | via 
@BNicolasBM
 & 
@jearcalas
 - https://bit.ly/2uqInOZ"
2018-07-11T23:11:04.000Z,"In the trade war, China can hit U.S. tech firms where it hurts https://bloom.bg/2ub3HZO"
2018-07-11T23:30:12.000Z,China has an arsenal of weapons - besides tariffs - to hit back at Trump https://bloom.bg/2ubN8Na
2018-07-11T23:49:13.000Z,Asian shares poised for mixed open in the wake of US tariff announcement https://cnb.cx/2ubadzK
2018-07-11T21:21:10.000Z,"Retweeted Bloomberg (
@business
):

Trump's tariff list targets high-tech minerals that the U.S. needs https://bloom.bg/2zwrS9Z https://pic.x.com/gkqRuYOwAU https://x.com/business/status/1017155184101855232/photo/1?utm_source=fb&utm_medium=fb&utm_campaign=Taidon&utm_content=1017156835663638528…"
2018-07-11T22:56:35.000Z,"Tim Martin: EU is a protectionist system that imposes high tariffs on non-EU imports such as wine, rice, coffee, oranges, children's shoes & clothes & 12,000 other products!
Leaving EU allows UK to dismantle tariff walls & improve living standards.
 http://thisismoney.co.uk/money/markets/article-5941683/Wetherspoon-boss-Tim-Martin-attacks-Theresa-Mays-Brexit-plans.html…"
2018-07-11T22:10:48.000Z,US adds 10% tariff on China seafood - believe this just occurred - on top of previous tariff. China has 25% on specific US. Buy Canadian!
2018-07-11T20:12:44.000Z,"Increasingly unstable world order #PoliticalMarket (trade imbalances... global debt & government bonds(treasuries)... tariff threats... lost goodwill... brewing trade wars... cash crunch... looming financial crisis...) vs. this bit of wisdom 
@MOA_UBC
 @CityofVancouver
 "
2018-07-11T22:18:03.000Z,Latest $200bn US tariff proposal includes many Chinese chems http://dlvr.it/QbFZHd
2018-07-11T22:33:05.000Z,"U.S. Senate backs non-binding tariff measure, minor snub of Trump http://j.mp/2NKHNEX"
2018-07-11T21:14:28.000Z,Trump's tariff list targets high-tech minerals that the U.S. needs https://bloom.bg/2zwrS9Z
2018-07-11T21:56:02.000Z,Trump’s tariff barrage pushes China fight to point of no return https://buff.ly/2map1KA
2018-07-11T22:00:08.000Z,"From shrimp to juice, Trump takes aim at China's food exports in new tariff proposal https://bloom.bg/2KOKwPM"
2018-07-11T20:51:17.000Z,U.S. #Senate Goes Big & Votes 88-11 To Curb Trump's Authority To Tariff #UnitedStatesSenate #DonaldTrump... http://nato.trendolizer.com/2018/07/us-senate-goes-big-votes-88-11-to-curb-trumps-authority-to-tariff.html…
2018-07-11T23:15:26.000Z,"#Europe: FTSE 100 miners, energy stocks slide on new #US tariff list http://bt.sg/4kie"
2018-07-11T22:26:59.000Z,"Oh: ""U.S.-China Trade Talks Grind to a Halt""
https://bloomberg.com/politics/articles/2018-07-11/u-s-china-trade-talks-said-to-stall-as-tariff-dispute-escalates…"
2018-07-11T21:59:09.000Z,Stocks skid as trade war worsens with new tariff threats  http://heraldtribune.com/news/20180711/stocks-skid-as-trade-war-worsens-with-new-tariff-threats?rssfeed=true…
2018-07-11T20:57:13.000Z,"when both US & its trading partners increase tariffs on all imports, even relatively modest tariff increases --i.e. between 2.5 and 5%-- already have significant GDP effects"
2018-07-11T21:34:00.000Z,"Now That Markets Are Being Hammered On $200 Billion Tariff News, Don't Know What To Do? Don't Get Mad. Get Today's 3-Minute YouTube Video 

http://youtu.be/pnRBLF0MLfo"
2018-07-11T22:04:28.000Z,I wrote a quick article exploring how the new China tariff impacts the industry I work in (Cellular for IoT). If you work with Chinese suppliers or connected hardware I recommend you check it out. https://lnkd.in/gXwky6j
2018-07-11T22:20:40.000Z,"Making Money 
C Block
Why are we importing so many items from China we used to make or grow here?
Is this the real lesson of this tariff battle?
@MDuppler
 
@shelbyholliday"
2018-07-11T23:44:59.000Z,"This vote should've been 99-0, not 88-11.

How could these 11 GOP Senators not vote in favor of a non-binding resolution against Trump's Tariff War?

Barrasso
Capito
Crapo
Enzi
Graham
Heller
Hyde-Smith
Inhofe
Perdue
Risch
Scott

Shame on them!

https://cnn.com/2018/07/11/politics/senate-trump-tariff-vote/index.html…"
2018-07-11T22:42:43.000Z,"Was reading a tariff article, industry lobbyists and never-Trump. dipshits like Corker, and as I read it, instead of tariff, I saw Carbon Tax as a substitute word. Isn't a Carbon Tax really a tariff? The left should recognize their hypocrisy."
2018-07-11T20:32:58.000Z,"#newcanadiantariffs on Nickelback...you guys can have 'em for free, but if you try to give them back we slap a huge tariff on that"
2018-07-11T22:25:33.000Z,"Congress must effectively execute its national security and trade oversight authorities. I joined my colleagues in introducing bipartisan, bicameral legislation to advance that goal https://panetta.house.gov/media/press-releases/bipartisan-house-coalition-introduces-tariff-legislation…"
2018-07-11T23:28:06.000Z,Trump’s ending of TPPP and now his tariff trade war is coming down hard on the ag states. They are losing millions of dollars and patience
2018-07-11T20:30:01.000Z,"Fox Host Tells Trump Tariff Truth: ""We'd Be Shouting"" If Obama Did It https://youtu.be/-fkYtGLeKFs via 
@YouTube"
2018-07-11T23:01:36.000Z,"Gov. Reynolds & 
@IALtGov
 will hold listening stops tomorrow to continue to hear from Iowa farmers about the impact of China tariffs. #iagov

https://governor.iowa.gov/2018/07/gov-reynolds-lt-gov-gregg-to-hear-from-iowa-farmers-on-china-tariff-impact…"
2018-07-11T21:03:52.000Z,"""In 2016, China’s avg tariff was 3.5%, compared w/1.6% for the US. But in 2015, China’s rate was 4.5%. In 2001, before China joined the WTO, its avg tariff was 14.1%. The year after, it dropped to 7.7%. If reducing tariffs is the goal, admitting China to the WTO is achieving it."""
2018-07-11T21:22:06.000Z,"Baytown steel manufacturer that got creative in its request for #tariff exemptions gets denied 
https://houstonpublicmedia.org/articles/news/2018/07/11/295348/baytown-steel-manufacturer-denied-exemption-from-tariffs/…"
2018-07-11T22:32:03.000Z,"Caught In Tariff War, U.S. Distillers Fear Losing Out On Global Whiskey Boom https://buff.ly/2zbXYYB 
@JamesEPepper"
2018-07-11T23:30:08.000Z,"Sen. Bob Corker, R-Tenn., who pushed the tariff language, acknowledged the effort is ""a baby step."" http://nbcbay.com/a0PBgEb"
2018-07-11T23:57:10.000Z,"China’s iron ore up despite tariff jitters, steel rises on curbs https://hellenicshippingnews.com/chinas-iron-ore-up-despite-tariff-jitters-steel-rises-on-curbs/…"
